日期,名次,期货公司名称,期货名称,合约代码,成交量,增减量
20190403,-1,期货公司  ,锡                  ,snall                         ,15842,-496
20190403,0,非期货公司,锡                  ,snall                         ,0,0
20190403,1,海通期货  ,锡                  ,sn1905                        ,1631,213
20190403,2,华泰期货  ,锡                  ,sn1905                        ,701,-123
20190403,3,中信期货  ,锡                  ,sn1905                        ,615,-381
20190403,4,方正中期  ,锡                  ,sn1905                        ,542,-26
20190403,5,天富期货  ,锡                  ,sn1905                        ,490,50
20190403,6,国信期货  ,锡                  ,sn1905                        ,466,32
20190403,7,银河期货  ,锡                  ,sn1905                        ,422,101
20190403,8,兴证期货  ,锡                  ,sn1905                        ,366,52
20190403,9,东证期货  ,锡                  ,sn1905                        ,361,-175
20190403,10,光大期货  ,锡                  ,sn1905                        ,333,88
20190403,11,中辉期货  ,锡                  ,sn1905                        ,305,77
20190403,12,申万期货  ,锡                  ,sn1905                        ,283,59
20190403,13,华安期货  ,锡                  ,sn1905                        ,282,74
20190403,14,国泰君安  ,锡                  ,sn1905                        ,278,134
20190403,15,五矿经易  ,锡                  ,sn1905                        ,209,-137
20190403,16,徽商期货  ,锡                  ,sn1905                        ,205,-41
20190403,17,一德期货  ,锡                  ,sn1905                        ,202,-14
20190403,18,国贸期货  ,锡                  ,sn1905                        ,196,-121
20190403,19,金瑞期货  ,锡                  ,sn1905                        ,190,-154
20190403,20,东吴期货  ,锡                  ,sn1905                        ,179,58
20190403,999,,锡                  ,sn1905                        ,8256,-234
20190403,-1,期货公司  ,黄金                ,auall                         ,182303,-13293
20190403,0,非期货公司,黄金                ,auall                         ,28761,5451
20190403,1,上海中期  ,黄金                ,au1904                        ,27,27
20190403,2,,黄金                ,au1904                        ,,
20190403,3,,黄金                ,au1904                        ,,
20190403,999,,黄金                ,au1904                        ,27,27
20190403,1,海通期货  ,黄金                ,au1906                        ,32933,-933
20190403,2,国投安信  ,黄金                ,au1906                        ,8023,-3296
20190403,3,中银国际  ,黄金                ,au1906                        ,6909,353
20190403,4,东证期货  ,黄金                ,au1906                        ,6377,-1345
20190403,5,中信期货  ,黄金                ,au1906                        ,5563,-2533
20190403,6,国泰君安  ,黄金                ,au1906                        ,4931,-1244
20190403,7,鲁证期货  ,黄金                ,au1906                        ,3863,2594
20190403,8,光大期货  ,黄金                ,au1906                        ,3210,123
20190403,9,上海中期  ,黄金                ,au1906                        ,3156,-1231
20190403,10,华泰期货  ,黄金                ,au1906                        ,3079,252
20190403,11,国信期货  ,黄金                ,au1906                        ,3009,475
20190403,12,东方财富  ,黄金                ,au1906                        ,2867,361
20190403,13,方正中期  ,黄金                ,au1906                        ,2706,922
20190403,14,兴证期货  ,黄金                ,au1906                        ,2367,-288
20190403,15,国富期货  ,黄金                ,au1906                        ,2184,-96
20190403,16,一德期货  ,黄金                ,au1906                        ,2155,1818
20190403,17,西部期货  ,黄金                ,au1906                        ,2010,-1361
20190403,18,永安期货  ,黄金                ,au1906                        ,2009,671
20190403,19,兴业期货  ,黄金                ,au1906                        ,1703,1016
20190403,20,徽商期货  ,黄金                ,au1906                        ,1449,-249
20190403,999,,黄金                ,au1906                        ,100503,-3991
20190403,1,海通期货  ,黄金                ,au1908                        ,5158,458
20190403,2,国投安信  ,黄金                ,au1908                        ,2026,-540
20190403,3,国泰君安  ,黄金                ,au1908                        ,1443,-104
20190403,4,东证期货  ,黄金                ,au1908                        ,1346,-180
20190403,5,招金期货  ,黄金                ,au1908                        ,1266,-39
20190403,6,东吴期货  ,黄金                ,au1908                        ,1140,206
20190403,7,迈科期货  ,黄金                ,au1908                        ,1124,110
20190403,8,中信期货  ,黄金                ,au1908                        ,1016,466
20190403,9,上海中期  ,黄金                ,au1908                        ,986,-655
20190403,10,银河期货  ,黄金                ,au1908                        ,804,-89
20190403,11,方正中期  ,黄金                ,au1908                        ,705,-140
20190403,12,天富期货  ,黄金                ,au1908                        ,662,-400
20190403,13,中银国际  ,黄金                ,au1908                        ,656,-214
20190403,14,格林大华  ,黄金                ,au1908                        ,528,-122
20190403,15,国信期货  ,黄金                ,au1908                        ,467,-74
20190403,16,申万期货  ,黄金                ,au1908                        ,437,-101
20190403,17,西部期货  ,黄金                ,au1908                        ,390,-75
20190403,18,前海期货  ,黄金                ,au1908                        ,328,328
20190403,19,鲁证期货  ,黄金                ,au1908                        ,281,42
20190403,20,中辉期货  ,黄金                ,au1908                        ,181,84
20190403,999,,黄金                ,au1908                        ,20944,-1039
20190403,1,海通期货  ,黄金                ,au1910                        ,2464,307
20190403,2,国投安信  ,黄金                ,au1910                        ,1718,-56
20190403,3,东证期货  ,黄金                ,au1910                        ,1692,129
20190403,4,天富期货  ,黄金                ,au1910                        ,1526,-48
20190403,5,招金期货  ,黄金                ,au1910                        ,1344,326
20190403,6,国泰君安  ,黄金                ,au1910                        ,1239,191
20190403,7,迈科期货  ,黄金                ,au1910                        ,1212,334
20190403,8,银河期货  ,黄金                ,au1910                        ,1090,237
20190403,9,东吴期货  ,黄金                ,au1910                        ,996,-190
20190403,10,上海中期  ,黄金                ,au1910                        ,733,-531
20190403,11,格林大华  ,黄金                ,au1910                        ,694,152
20190403,12,方正中期  ,黄金                ,au1910                        ,622,-25
20190403,13,中银国际  ,黄金                ,au1910                        ,524,82
20190403,14,国信期货  ,黄金                ,au1910                        ,424,202
20190403,15,西部期货  ,黄金                ,au1910                        ,401,118
20190403,16,申万期货  ,黄金                ,au1910                        ,299,-190
20190403,17,中信期货  ,黄金                ,au1910                        ,281,50
20190403,18,南华期货  ,黄金                ,au1910                        ,200,160
20190403,19,中辉期货  ,黄金                ,au1910                        ,198,-45
20190403,20,新湖期货  ,黄金                ,au1910                        ,148,-15
20190403,999,,黄金                ,au1910                        ,17805,1188
20190403,1,上海中期  ,黄金                ,au1912                        ,1181,-326
20190403,2,中辉期货  ,黄金                ,au1912                        ,971,550
20190403,3,鲁证期货  ,黄金                ,au1912                        ,721,696
20190403,4,广发期货  ,黄金                ,au1912                        ,588,413
20190403,5,天富期货  ,黄金                ,au1912                        ,544,-306
20190403,6,中银国际  ,黄金                ,au1912                        ,540,122
20190403,7,中信期货  ,黄金                ,au1912                        ,399,-33
20190403,8,华泰期货  ,黄金                ,au1912                        ,305,96
20190403,9,徽商期货  ,黄金                ,au1912                        ,283,180
20190403,10,海通期货  ,黄金                ,au1912                        ,279,-15
20190403,11,方正中期  ,黄金                ,au1912                        ,272,-119
20190403,12,东证期货  ,黄金                ,au1912                        ,267,36
20190403,13,国投安信  ,黄金                ,au1912                        ,244,-272
20190403,14,铜冠金源  ,黄金                ,au1912                        ,206,100
20190403,15,银河期货  ,黄金                ,au1912                        ,188,62
20190403,16,东兴期货  ,黄金                ,au1912                        ,175,-52
20190403,17,新湖期货  ,黄金                ,au1912                        ,168,14
20190403,18,国海良时  ,黄金                ,au1912                        ,160,61
20190403,19,国泰君安  ,黄金                ,au1912                        ,159,32
20190403,20,西部期货  ,黄金                ,au1912                        ,154,-30
20190403,999,,黄金                ,au1912                        ,7804,1209
20190403,-1,期货公司  ,白银                ,agall                         ,378084,79929
20190403,0,非期货公司,白银                ,agall                         ,2804,-12109
20190403,1,瑞龙期货  ,白银                ,ag1904                        ,10,-48
20190403,2,金石期货  ,白银                ,ag1904                        ,6,-4
20190403,3,东吴期货  ,白银                ,ag1904                        ,4,-48
20190403,4,,白银                ,ag1904                        ,,
20190403,5,,白银                ,ag1904                        ,,
20190403,6,,白银                ,ag1904                        ,,
20190403,7,,白银                ,ag1904                        ,,
20190403,8,,白银                ,ag1904                        ,,
20190403,999,,白银                ,ag1904                        ,20,-100
20190403,1,海通期货  ,白银                ,ag1906                        ,49608,4280
20190403,2,中信期货  ,白银                ,ag1906                        ,18949,3550
20190403,3,东证期货  ,白银                ,ag1906                        ,18274,7324
20190403,4,中银国际  ,白银                ,ag1906                        ,14214,2532
20190403,5,国泰君安  ,白银                ,ag1906                        ,8210,2772
20190403,6,长江期货  ,白银                ,ag1906                        ,8029,5347
20190403,7,宏源期货  ,白银                ,ag1906                        ,7579,4681
20190403,8,华泰期货  ,白银                ,ag1906                        ,7548,-1046
20190403,9,国投安信  ,白银                ,ag1906                        ,7528,31
20190403,10,中信建投  ,白银                ,ag1906                        ,7153,3090
20190403,11,兴证期货  ,白银                ,ag1906                        ,6914,1438
20190403,12,金瑞期货  ,白银                ,ag1906                        ,6570,2811
20190403,13,方正中期  ,白银                ,ag1906                        ,6435,1846
20190403,14,南华期货  ,白银                ,ag1906                        ,6043,2716
20190403,15,国信期货  ,白银                ,ag1906                        ,5167,172
20190403,16,一德期货  ,白银                ,ag1906                        ,4996,4306
20190403,17,申万期货  ,白银                ,ag1906                        ,4741,1610
20190403,18,上海中期  ,白银                ,ag1906                        ,4720,3143
20190403,19,东方财富  ,白银                ,ag1906                        ,4481,-373
20190403,20,徽商期货  ,白银                ,ag1906                        ,4035,1331
20190403,999,,白银                ,ag1906                        ,201194,51561
20190403,1,海通期货  ,白银                ,ag1912                        ,7827,1412
20190403,2,国投安信  ,白银                ,ag1912                        ,4953,624
20190403,3,中银国际  ,白银                ,ag1912                        ,4630,1375
20190403,4,中信期货  ,白银                ,ag1912                        ,3506,-3291
20190403,5,渤海期货  ,白银                ,ag1912                        ,3210,3128
20190403,6,方正中期  ,白银                ,ag1912                        ,1727,329
20190403,7,国信期货  ,白银                ,ag1912                        ,1726,-78
20190403,8,华泰期货  ,白银                ,ag1912                        ,1712,406
20190403,9,长江期货  ,白银                ,ag1912                        ,1627,162
20190403,10,首创期货  ,白银                ,ag1912                        ,1596,1551
20190403,11,广发期货  ,白银                ,ag1912                        ,1585,813
20190403,12,东证期货  ,白银                ,ag1912                        ,1551,-452
20190403,13,申万期货  ,白银                ,ag1912                        ,1279,652
20190403,14,国泰君安  ,白银                ,ag1912                        ,1221,78
20190403,15,国海良时  ,白银                ,ag1912                        ,1166,360
20190403,16,金信期货  ,白银                ,ag1912                        ,1151,-212
20190403,17,东方财富  ,白银                ,ag1912                        ,1090,223
20190403,18,徽商期货  ,白银                ,ag1912                        ,925,-1389
20190403,19,五矿经易  ,白银                ,ag1912                        ,916,-588
20190403,20,瑞龙期货  ,白银                ,ag1912                        ,877,423
20190403,999,,白银                ,ag1912                        ,44275,5526
20190403,-1,期货公司  ,螺纹钢              ,rball                         ,4236512,493339
20190403,0,非期货公司,螺纹钢              ,rball                         ,1300,807
20190403,1,国贸期货  ,螺纹钢              ,rb1904                        ,90,90
20190403,2,一德期货  ,螺纹钢              ,rb1904                        ,90,90
20190403,3,大有期货  ,螺纹钢              ,rb1904                        ,60,60
20190403,4,海通期货  ,螺纹钢              ,rb1904                        ,30,30
20190403,5,东证期货  ,螺纹钢              ,rb1904                        ,30,30
20190403,999,,螺纹钢              ,rb1904                        ,300,300
20190403,1,海通期货  ,螺纹钢              ,rb1905                        ,110019,-29907
20190403,2,上海大陆  ,螺纹钢              ,rb1905                        ,72013,22492
20190403,3,东证期货  ,螺纹钢              ,rb1905                        ,66999,11129
20190403,4,中信期货  ,螺纹钢              ,rb1905                        ,63502,-15792
20190403,5,永安期货  ,螺纹钢              ,rb1905                        ,42591,9328
20190403,6,华泰期货  ,螺纹钢              ,rb1905                        ,41117,-306
20190403,7,方正中期  ,螺纹钢              ,rb1905                        ,38355,-12952
20190403,8,徽商期货  ,螺纹钢              ,rb1905                        ,38140,-6818
20190403,9,国投安信  ,螺纹钢              ,rb1905                        ,36539,-12178
20190403,10,银河期货  ,螺纹钢              ,rb1905                        ,36237,6328
20190403,11,广发期货  ,螺纹钢              ,rb1905                        ,26316,-88
20190403,12,国泰君安  ,螺纹钢              ,rb1905                        ,25917,-1712
20190403,13,中财期货  ,螺纹钢              ,rb1905                        ,22328,5491
20190403,14,西部期货  ,螺纹钢              ,rb1905                        ,20386,3884
20190403,15,华安期货  ,螺纹钢              ,rb1905                        ,19751,-10625
20190403,16,光大期货  ,螺纹钢              ,rb1905                        ,19230,-11892
20190403,17,申万期货  ,螺纹钢              ,rb1905                        ,17898,-7904
20190403,18,东方财富  ,螺纹钢              ,rb1905                        ,15014,-4297
20190403,19,中信建投  ,螺纹钢              ,rb1905                        ,14744,-9232
20190403,20,中辉期货  ,螺纹钢              ,rb1905                        ,13353,-4673
20190403,999,,螺纹钢              ,rb1905                        ,740449,-69724
20190403,1,海通期货  ,螺纹钢              ,rb1910                        ,206424,85130
20190403,2,中信期货  ,螺纹钢              ,rb1910                        ,135580,61218
20190403,3,方正中期  ,螺纹钢              ,rb1910                        ,116634,25731
20190403,4,永安期货  ,螺纹钢              ,rb1910                        ,93222,21564
20190403,5,东证期货  ,螺纹钢              ,rb1910                        ,91495,11621
20190403,6,国投安信  ,螺纹钢              ,rb1910                        ,87686,8649
20190403,7,华泰期货  ,螺纹钢              ,rb1910                        ,85153,33562
20190403,8,银河期货  ,螺纹钢              ,rb1910                        ,79742,17420
20190403,9,国泰君安  ,螺纹钢              ,rb1910                        ,79374,-123
20190403,10,光大期货  ,螺纹钢              ,rb1910                        ,76077,42227
20190403,11,徽商期货  ,螺纹钢              ,rb1910                        ,71649,23068
20190403,12,东方财富  ,螺纹钢              ,rb1910                        ,64190,25802
20190403,13,上海大陆  ,螺纹钢              ,rb1910                        ,61344,34324
20190403,14,华安期货  ,螺纹钢              ,rb1910                        ,51572,17254
20190403,15,中辉期货  ,螺纹钢              ,rb1910                        ,51412,10965
20190403,16,山西三立  ,螺纹钢              ,rb1910                        ,46852,20263
20190403,17,新纪元    ,螺纹钢              ,rb1910                        ,44430,3343
20190403,18,申万期货  ,螺纹钢              ,rb1910                        ,44192,6835
20190403,19,中银国际  ,螺纹钢              ,rb1910                        ,41433,23519
20190403,20,国贸期货  ,螺纹钢              ,rb1910                        ,35879,17207
20190403,999,,螺纹钢              ,rb1910                        ,1564340,489579
20190403,1,中信期货  ,螺纹钢              ,rb2001                        ,7542,456
20190403,2,海通期货  ,螺纹钢              ,rb2001                        ,6032,-180
20190403,3,华泰期货  ,螺纹钢              ,rb2001                        ,5609,-1298
20190403,4,国泰君安  ,螺纹钢              ,rb2001                        ,4147,2611
20190403,5,国投安信  ,螺纹钢              ,rb2001                        ,3765,13
20190403,6,东证期货  ,螺纹钢              ,rb2001                        ,3628,139
20190403,7,方正中期  ,螺纹钢              ,rb2001                        ,3367,1122
20190403,8,鲁证期货  ,螺纹钢              ,rb2001                        ,3284,1107
20190403,9,一德期货  ,螺纹钢              ,rb2001                        ,3201,2830
20190403,10,天富期货  ,螺纹钢              ,rb2001                        ,2593,257
20190403,11,中融汇信  ,螺纹钢              ,rb2001                        ,2557,1003
20190403,12,国信期货  ,螺纹钢              ,rb2001                        ,2524,1387
20190403,13,五矿经易  ,螺纹钢              ,rb2001                        ,2510,156
20190403,14,大地期货  ,螺纹钢              ,rb2001                        ,2357,738
20190403,15,银河期货  ,螺纹钢              ,rb2001                        ,2080,-468
20190403,16,徽商期货  ,螺纹钢              ,rb2001                        ,2029,-282
20190403,17,大越期货  ,螺纹钢              ,rb2001                        ,1885,1762
20190403,18,国富期货  ,螺纹钢              ,rb2001                        ,1746,1601
20190403,19,中辉期货  ,螺纹钢              ,rb2001                        ,1637,810
20190403,20,宏源期货  ,螺纹钢              ,rb2001                        ,1538,268
20190403,999,,螺纹钢              ,rb2001                        ,64031,14032
20190403,-1,期货公司  ,热轧卷板            ,hcall                         ,679760,73224
20190403,0,非期货公司,热轧卷板            ,hcall                         ,1700,1700
20190403,1,,热轧卷板            ,hc1904                        ,,
20190403,999,,热轧卷板            ,hc1904                        ,,
20190403,1,海通期货  ,热轧卷板            ,hc1905                        ,57568,15920
20190403,2,中信期货  ,热轧卷板            ,hc1905                        ,21486,-1033
20190403,3,东证期货  ,热轧卷板            ,hc1905                        ,19287,2471
20190403,4,方正中期  ,热轧卷板            ,hc1905                        ,12836,6215
20190403,5,华泰期货  ,热轧卷板            ,hc1905                        ,11383,1157
20190403,6,国投安信  ,热轧卷板            ,hc1905                        ,10816,121
20190403,7,永安期货  ,热轧卷板            ,hc1905                        ,10240,1573
20190403,8,兴证期货  ,热轧卷板            ,hc1905                        ,10236,-5774
20190403,9,光大期货  ,热轧卷板            ,hc1905                        ,9442,-4188
20190403,10,国泰君安  ,热轧卷板            ,hc1905                        ,8774,3323
20190403,11,西部期货  ,热轧卷板            ,hc1905                        ,7955,828
20190403,12,鲁证期货  ,热轧卷板            ,hc1905                        ,7298,1507
20190403,13,瑞达期货  ,热轧卷板            ,hc1905                        ,7278,-5268
20190403,14,银河期货  ,热轧卷板            ,hc1905                        ,6407,-186
20190403,15,南华期货  ,热轧卷板            ,hc1905                        ,5847,1695
20190403,16,弘业期货  ,热轧卷板            ,hc1905                        ,5764,960
20190403,17,中融汇信  ,热轧卷板            ,hc1905                        ,5486,1216
20190403,18,徽商期货  ,热轧卷板            ,hc1905                        ,4819,1061
20190403,19,国富期货  ,热轧卷板            ,hc1905                        ,4254,1536
20190403,20,国信期货  ,热轧卷板            ,hc1905                        ,4228,508
20190403,999,,热轧卷板            ,hc1905                        ,231404,23642
20190403,1,海通期货  ,热轧卷板            ,hc1910                        ,71775,26909
20190403,2,东证期货  ,热轧卷板            ,hc1910                        ,18665,7491
20190403,3,中信期货  ,热轧卷板            ,hc1910                        ,18402,1220
20190403,4,国投安信  ,热轧卷板            ,hc1910                        ,11432,2588
20190403,5,永安期货  ,热轧卷板            ,hc1910                        ,9151,3055
20190403,6,徽商期货  ,热轧卷板            ,hc1910                        ,9146,4429
20190403,7,华泰期货  ,热轧卷板            ,hc1910                        ,7135,-2256
20190403,8,西南期货  ,热轧卷板            ,hc1910                        ,7008,4344
20190403,9,国泰君安  ,热轧卷板            ,hc1910                        ,6970,-109
20190403,10,鲁证期货  ,热轧卷板            ,hc1910                        ,6373,-1508
20190403,11,方正中期  ,热轧卷板            ,hc1910                        ,5433,1132
20190403,12,光大期货  ,热轧卷板            ,hc1910                        ,5403,-2027
20190403,13,新纪元    ,热轧卷板            ,hc1910                        ,5350,-1241
20190403,14,兴证期货  ,热轧卷板            ,hc1910                        ,5206,3574
20190403,15,上海大陆  ,热轧卷板            ,hc1910                        ,5042,1388
20190403,16,东航期货  ,热轧卷板            ,hc1910                        ,4909,672
20190403,17,国富期货  ,热轧卷板            ,hc1910                        ,4796,2461
20190403,18,中辉期货  ,热轧卷板            ,hc1910                        ,4793,1376
20190403,19,申万期货  ,热轧卷板            ,hc1910                        ,4452,-659
20190403,20,华安期货  ,热轧卷板            ,hc1910                        ,4032,-701
20190403,999,,热轧卷板            ,hc1910                        ,215473,52138
20190403,-1,期货公司  ,燃料油              ,fuall                         ,736150,-210418
20190403,0,非期货公司,燃料油              ,fuall                         ,20,20
20190403,1,华泰期货  ,燃料油              ,fu1905                        ,89415,-27702
20190403,2,国投安信  ,燃料油              ,fu1905                        ,32932,-12460
20190403,3,东证期货  ,燃料油              ,fu1905                        ,30105,-16847
20190403,4,海通期货  ,燃料油              ,fu1905                        ,28439,-1416
20190403,5,中信期货  ,燃料油              ,fu1905                        ,25452,-2425
20190403,6,光大期货  ,燃料油              ,fu1905                        ,23713,-16943
20190403,7,中银国际  ,燃料油              ,fu1905                        ,18435,1256
20190403,8,中融汇信  ,燃料油              ,fu1905                        ,15122,-3326
20190403,9,华安期货  ,燃料油              ,fu1905                        ,14953,-2272
20190403,10,申万期货  ,燃料油              ,fu1905                        ,14435,-13286
20190403,11,金瑞期货  ,燃料油              ,fu1905                        ,13413,-988
20190403,12,东方财富  ,燃料油              ,fu1905                        ,12982,-213
20190403,13,徽商期货  ,燃料油              ,fu1905                        ,12716,-9820
20190403,14,国贸期货  ,燃料油              ,fu1905                        ,12647,-1356
20190403,15,国信期货  ,燃料油              ,fu1905                        ,12646,-5331
20190403,16,方正中期  ,燃料油              ,fu1905                        ,11176,-3984
20190403,17,中信建投  ,燃料油              ,fu1905                        ,10538,-6474
20190403,18,东亚期货  ,燃料油              ,fu1905                        ,9048,919
20190403,19,银河期货  ,燃料油              ,fu1905                        ,8345,-4341
20190403,20,兴证期货  ,燃料油              ,fu1905                        ,7984,-1835
20190403,999,,燃料油              ,fu1905                        ,404496,-128844
20190403,1,华泰期货  ,燃料油              ,fu1909                        ,17738,-3264
20190403,2,中信期货  ,燃料油              ,fu1909                        ,9776,994
20190403,3,银河期货  ,燃料油              ,fu1909                        ,6558,-2081
20190403,4,东证期货  ,燃料油              ,fu1909                        ,6089,254
20190403,5,海通期货  ,燃料油              ,fu1909                        ,5405,-1431
20190403,6,中银国际  ,燃料油              ,fu1909                        ,5202,2678
20190403,7,华安期货  ,燃料油              ,fu1909                        ,4391,-1009
20190403,8,国投安信  ,燃料油              ,fu1909                        ,4108,-157
20190403,9,徽商期货  ,燃料油              ,fu1909                        ,3787,356
20190403,10,国泰君安  ,燃料油              ,fu1909                        ,3603,225
20190403,11,永安期货  ,燃料油              ,fu1909                        ,3380,680
20190403,12,兴证期货  ,燃料油              ,fu1909                        ,2933,-72
20190403,13,申万期货  ,燃料油              ,fu1909                        ,2735,1074
20190403,14,大越期货  ,燃料油              ,fu1909                        ,2657,1530
20190403,15,东方财富  ,燃料油              ,fu1909                        ,2486,-271
20190403,16,国信期货  ,燃料油              ,fu1909                        ,2418,119
20190403,17,方正中期  ,燃料油              ,fu1909                        ,2234,161
20190403,18,中信建投  ,燃料油              ,fu1909                        ,2045,525
20190403,19,光大期货  ,燃料油              ,fu1909                        ,2025,-1126
20190403,20,平安期货  ,燃料油              ,fu1909                        ,1905,217
20190403,999,,燃料油              ,fu1909                        ,91475,-598
20190403,-1,期货公司  ,石油沥青            ,buall                         ,756376,-184354
20190403,0,非期货公司,石油沥青            ,buall                         ,530,-4470
20190403,1,海通期货  ,石油沥青            ,bu1906                        ,43381,-4337
20190403,2,申万期货  ,石油沥青            ,bu1906                        ,33907,627
20190403,3,东证期货  ,石油沥青            ,bu1906                        ,28876,-6309
20190403,4,华泰期货  ,石油沥青            ,bu1906                        ,26322,1773
20190403,5,方正中期  ,石油沥青            ,bu1906                        ,22312,-146
20190403,6,国投安信  ,石油沥青            ,bu1906                        ,20837,-4778
20190403,7,银河期货  ,石油沥青            ,bu1906                        ,20601,-2974
20190403,8,中信期货  ,石油沥青            ,bu1906                        ,19693,-10158
20190403,9,新纪元    ,石油沥青            ,bu1906                        ,19023,-1102
20190403,10,山金期货  ,石油沥青            ,bu1906                        ,17754,841
20190403,11,中银国际  ,石油沥青            ,bu1906                        ,15705,-634
20190403,12,徽商期货  ,石油沥青            ,bu1906                        ,15527,-14454
20190403,13,华安期货  ,石油沥青            ,bu1906                        ,13977,-1134
20190403,14,永安期货  ,石油沥青            ,bu1906                        ,12820,-8964
20190403,15,铜冠金源  ,石油沥青            ,bu1906                        ,12197,-2822
20190403,16,兴证期货  ,石油沥青            ,bu1906                        ,11766,-2795
20190403,17,南华期货  ,石油沥青            ,bu1906                        ,11638,1760
20190403,18,国泰君安  ,石油沥青            ,bu1906                        ,10611,-2742
20190403,19,东方财富  ,石油沥青            ,bu1906                        ,10604,-1225
20190403,20,创元期货  ,石油沥青            ,bu1906                        ,9924,-4855
20190403,999,,石油沥青            ,bu1906                        ,377475,-64428
20190403,1,海通期货  ,石油沥青            ,bu1912                        ,3968,165
20190403,2,银河期货  ,石油沥青            ,bu1912                        ,3340,-1016
20190403,3,华泰期货  ,石油沥青            ,bu1912                        ,2912,277
20190403,4,国投安信  ,石油沥青            ,bu1912                        ,2908,108
20190403,5,国泰君安  ,石油沥青            ,bu1912                        ,2154,-269
20190403,6,天富期货  ,石油沥青            ,bu1912                        ,1869,-561
20190403,7,宏源期货  ,石油沥青            ,bu1912                        ,1790,384
20190403,8,东证期货  ,石油沥青            ,bu1912                        ,1785,-653
20190403,9,方正中期  ,石油沥青            ,bu1912                        ,1742,162
20190403,10,中粮期货  ,石油沥青            ,bu1912                        ,1722,1348
20190403,11,徽商期货  ,石油沥青            ,bu1912                        ,1495,-286
20190403,12,金瑞期货  ,石油沥青            ,bu1912                        ,1448,329
20190403,13,国信期货  ,石油沥青            ,bu1912                        ,1279,15
20190403,14,国金期货  ,石油沥青            ,bu1912                        ,1237,286
20190403,15,永安期货  ,石油沥青            ,bu1912                        ,1234,-587
20190403,16,国富期货  ,石油沥青            ,bu1912                        ,1216,-459
20190403,17,中信期货  ,石油沥青            ,bu1912                        ,1183,-970
20190403,18,渤海期货  ,石油沥青            ,bu1912                        ,1150,68
20190403,19,中银国际  ,石油沥青            ,bu1912                        ,1141,-218
20190403,20,中信建投  ,石油沥青            ,bu1912                        ,1136,-421
20190403,999,,石油沥青            ,bu1912                        ,36709,-2298
20190403,-1,期货公司  ,天然橡胶            ,ruall                         ,330914,-119976
20190403,0,非期货公司,天然橡胶            ,ruall                         ,0,0
20190403,1,,天然橡胶            ,ru1904                        ,,
20190403,2,,天然橡胶            ,ru1904                        ,,
20190403,3,,天然橡胶            ,ru1904                        ,,
20190403,999,,天然橡胶            ,ru1904                        ,,
20190403,1,海通期货  ,天然橡胶            ,ru1905                        ,10653,-1810
20190403,2,中银国际  ,天然橡胶            ,ru1905                        ,5298,285
20190403,3,东证期货  ,天然橡胶            ,ru1905                        ,4645,-6564
20190403,4,中信期货  ,天然橡胶            ,ru1905                        ,3710,-2282
20190403,5,国投安信  ,天然橡胶            ,ru1905                        ,3121,-2163
20190403,6,方正中期  ,天然橡胶            ,ru1905                        ,2344,-350
20190403,7,银河期货  ,天然橡胶            ,ru1905                        ,1963,-1321
20190403,8,国泰君安  ,天然橡胶            ,ru1905                        ,1879,-268
20190403,9,华泰期货  ,天然橡胶            ,ru1905                        ,1831,-811
20190403,10,永安期货  ,天然橡胶            ,ru1905                        ,1778,45
20190403,11,申万期货  ,天然橡胶            ,ru1905                        ,1348,-451
20190403,12,中融汇信  ,天然橡胶            ,ru1905                        ,1267,-526
20190403,13,上海中期  ,天然橡胶            ,ru1905                        ,1265,-595
20190403,14,宏源期货  ,天然橡胶            ,ru1905                        ,1243,-72
20190403,15,浙商期货  ,天然橡胶            ,ru1905                        ,1206,157
20190403,16,徽商期货  ,天然橡胶            ,ru1905                        ,1153,-535
20190403,17,国信期货  ,天然橡胶            ,ru1905                        ,1146,-276
20190403,18,国贸期货  ,天然橡胶            ,ru1905                        ,1088,-549
20190403,19,兴证期货  ,天然橡胶            ,ru1905                        ,1057,-617
20190403,20,长江期货  ,天然橡胶            ,ru1905                        ,1030,-48
20190403,999,,天然橡胶            ,ru1905                        ,49025,-18751
20190403,1,海通期货  ,天然橡胶            ,ru1909                        ,20830,-9053
20190403,2,国投安信  ,天然橡胶            ,ru1909                        ,15142,-4139
20190403,3,东证期货  ,天然橡胶            ,ru1909                        ,13151,-5739
20190403,4,中信期货  ,天然橡胶            ,ru1909                        ,10673,131
20190403,5,方正中期  ,天然橡胶            ,ru1909                        ,9437,-2116
20190403,6,光大期货  ,天然橡胶            ,ru1909                        ,8324,-2599
20190403,7,华泰期货  ,天然橡胶            ,ru1909                        ,7585,-1715
20190403,8,银河期货  ,天然橡胶            ,ru1909                        ,6164,-1658
20190403,9,永安期货  ,天然橡胶            ,ru1909                        ,5551,-1704
20190403,10,国泰君安  ,天然橡胶            ,ru1909                        ,5126,-2814
20190403,11,徽商期货  ,天然橡胶            ,ru1909                        ,4656,-868
20190403,12,中融汇信  ,天然橡胶            ,ru1909                        ,4563,-1990
20190403,13,南华期货  ,天然橡胶            ,ru1909                        ,3993,-2223
20190403,14,中信建投  ,天然橡胶            ,ru1909                        ,3878,-2475
20190403,15,申万期货  ,天然橡胶            ,ru1909                        ,3857,-1257
20190403,16,宏源期货  ,天然橡胶            ,ru1909                        ,3382,-182
20190403,17,中银国际  ,天然橡胶            ,ru1909                        ,3375,-1033
